window_id,window_start_date,window_end_date,close_approach_count,closest_distance_au,fastest_velocity_relative_km_s,object_designations,close_approach_datetimes_tdb,window_note
CAW_0076,2004-05-09,2004-05-23,6,0.007765382138,12.635921,2011 KB | 2004 KZ | 2020 JY | 2004 JO20 | 2004 JP1 | 2004 KG1,2004-May-09 16:33 | 2004-May-16 06:19 | 2004-May-17 02:56 | 2004-May-17 12:50 | 2004-May-18 00:11 | 2004-May-18 18:35,Close approaches <= 0.02 au inside 14-day window
CAW_0062,2003-09-10,2003-09-24,5,0.001082097629,11.183488,2024 RN3 | 2003 SY4 | 2003 SL36 | 2003 RU11 | 2003 SW130,2003-Sep-10 21:48 | 2003-Sep-15 09:06 | 2003-Sep-16 15:58 | 2003-Sep-17 00:17 | 2003-Sep-19 05:39,Close approaches <= 0.02 au inside 14-day window
CAW_0071,2004-02-17,2004-03-02,5,0.002824980321,19.593675,2004 DF2 | 2004 DA53 | 2004 CZ1 | 2026 DM15 | 2017 EA,2004-Feb-17 00:58 | 2004-Feb-24 07:11 | 2004-Feb-24 16:02 | 2004-Feb-29 19:28 | 2004-Mar-01 03:08,Close approaches <= 0.02 au inside 14-day window
CAW_0081,2004-08-06,2004-08-20,5,0.004108878368,18.091654,2004 QB | 2023 TW2 | 2004 PZ19 | 2004 PU42 | 367943,2004-Aug-06 10:53 | 2004-Aug-11 15:41 | 2004-Aug-11 20:07 | 2004-Aug-15 07:32 | 2004-Aug-19 12:36,Close approaches <= 0.02 au inside 14-day window
CAW_0038,2002-03-11,2002-03-25,5,0.004154965126,15.77241,2006 SN198 | 2002 FB | 2002 EW11 | 2024 TL2 | 2021 FP2,2002-Mar-11 16:37 | 2002-Mar-14 02:54 | 2002-Mar-22 15:50 | 2002-Mar-23 21:42 | 2002-Mar-24 11:20,Close approaches <= 0.02 au inside 14-day window
CAW_0068,2003-12-21,2004-01-04,5,0.004227470699,13.822127,2003 YN107 | 2020 XC | 2003 YS70 | 2003 YH111 | 2003 YG136,2003-Dec-21 20:48 | 2003-Dec-22 03:52 | 2003-Dec-27 00:28 | 2003-Dec-30 02:25 | 2004-Jan-02 02:01,Close approaches <= 0.02 au inside 14-day window
CAW_0047,2002-10-01,2002-10-15,5,0.005105469679,16.382946,2002 TX55 | 2002 TY59 | 2002 TZ66 | 2002 TA58 | 869522,2002-Oct-01 06:00 | 2002-Oct-02 01:53 | 2002-Oct-05 12:00 | 2002-Oct-07 03:56 | 2002-Oct-07 14:22,Close approaches <= 0.02 au inside 14-day window
CAW_0082,2004-08-21,2004-09-04,5,0.006339430801,8.861734,2022 QX4 | 2004 QR4 | 2004 QA22 | 2004 RC11 | 2024 RH2,2004-Aug-21 03:01 | 2004-Aug-23 17:48 | 2004-Aug-24 12:04 | 2004-Aug-26 01:29 | 2004-Sep-02 12:54,Close approaches <= 0.02 au inside 14-day window
CAW_0053,2003-03-22,2003-04-05,5,0.007209579201,20.896409,2003 FY6 | 2003 FJ8 | 2023 NO | 2003 GG21 | 2017 TD6,2003-Mar-22 08:35 | 2003-Mar-27 20:55 | 2003-Mar-31 22:13 | 2003-Apr-03 18:08 | 2003-Apr-04 14:01,Close approaches <= 0.02 au inside 14-day window
CAW_0066,2003-11-16,2003-11-30,5,0.008201179364,19.641889,2019 SN3 | 2020 VP4 | 2022 YL4 | 2003 WH98 | 2003 XK,2003-Nov-16 06:00 | 2003-Nov-22 13:11 | 2003-Nov-28 03:53 | 2003-Nov-28 22:20 | 2003-Nov-30 02:39,Close approaches <= 0.02 au inside 14-day window
CAW_0048,2002-10-27,2002-11-10,5,0.010924713455,9.311381,2019 UL | 2002 UV36 | 2002 VX91 | 2002 VZ91 | 2002 VY91,2002-Oct-27 23:16 | 2002-Nov-01 02:59 | 2002-Nov-02 01:41 | 2002-Nov-07 05:54 | 2002-Nov-09 10:00,Close approaches <= 0.02 au inside 14-day window
CAW_0063,2003-09-27,2003-10-11,4,0.000563056369,15.426479,2003 SR84 | 2003 SQ222 | 2003 SM215 | 2010 FV9,2003-Sep-27 04:40 | 2003-Sep-27 22:56 | 2003-Sep-30 16:47 | 2003-Oct-10 02:35,Close approaches <= 0.02 au inside 14-day window
CAW_0080,2004-07-11,2004-07-25,4,0.001107447572,15.579165,437844 | 2004 OW10 | 2004 OD4 | 54509,2004-Jul-11 12:15 | 2004-Jul-12 12:23 | 2004-Jul-16 05:10 | 2004-Jul-25 10:16,Close approaches <= 0.02 au inside 14-day window
CAW_0079,2004-06-26,2004-07-10,4,0.001837096649,29.462713,25143 | 2004 MC | 2025 ME90 | 2004 NU7,2004-Jun-26 20:00 | 2004-Jun-29 12:08 | 2004-Jun-30 10:24 | 2004-Jul-04 10:46,Close approaches <= 0.02 au inside 14-day window
CAW_0064,2003-10-12,2003-10-26,4,0.001853645399,15.859454,2003 UM3 | 2003 UY12 | 2022 CU4 | 2003 UQ12,2003-Oct-12 01:57 | 2003-Oct-14 21:59 | 2003-Oct-15 19:18 | 2003-Oct-18 18:42,Close approaches <= 0.02 au inside 14-day window
CAW_0039,2002-03-31,2002-04-14,4,0.002796809763,12.790267,2002 GQ | 503911 | 2024 GX3 | 2025 GK,2002-Mar-31 03:31 | 2002-Apr-06 03:45 | 2002-Apr-10 15:07 | 2002-Apr-13 06:10,Close approaches <= 0.02 au inside 14-day window
CAW_0084,2004-09-28,2004-10-12,4,0.004612788129,14.632162,2016 CD31 | 4179 | 2016 TQ54 | 2004 TE10,2004-Sep-28 22:12 | 2004-Sep-29 13:37 | 2004-Oct-02 03:47 | 2004-Oct-06 07:27,Close approaches <= 0.02 au inside 14-day window
CAW_0077,2004-05-25,2004-06-08,4,0.004656372538,12.453234,2025 LE | 2023 GX | 2004 KG17 | 2004 KF17,2004-May-25 04:26 | 2004-May-25 09:02 | 2004-May-28 20:09 | 2004-May-31 21:10,Close approaches <= 0.02 au inside 14-day window
CAW_0017,2000-12-17,2000-12-31,4,0.004948516116,14.18893,2020 XF4 | 2000 YA | 2017 WZ14 | 2001 AV43,2000-Dec-17 10:36 | 2000-Dec-22 06:54 | 2000-Dec-24 22:08 | 2000-Dec-29 08:19,Close approaches <= 0.02 au inside 14-day window
CAW_0009,2000-06-29,2000-07-13,4,0.005867009428,11.929445,2023 MZ5 | 2019 AC3 | 2025 YL4 | 2012 VS76,2000-Jun-29 12:00 | 2000-Jul-01 13:04 | 2000-Jul-04 22:08 | 2000-Jul-06 08:45,Close approaches <= 0.02 au inside 14-day window
CAW_0020,2001-02-19,2001-03-05,4,0.005959513644,22.493446,2001 CP36 | 2022 EZ6 | 2001 DZ76 | 2001 EC,2001-Feb-19 23:04 | 2001-Feb-22 09:56 | 2001-Feb-23 01:27 | 2001-Feb-26 17:15,Close approaches <= 0.02 au inside 14-day window
CAW_0030,2001-10-21,2001-11-04,4,0.006274770527,17.811625,2001 UP | 2001 UD18 | 2001 UF5 | 2017 JQ1,2001-Oct-21 08:34 | 2001-Oct-26 04:55 | 2001-Oct-29 11:23 | 2001-Nov-03 20:57,Close approaches <= 0.02 au inside 14-day window
CAW_0058,2003-06-13,2003-06-27,4,0.006892646262,13.979294,2003 LN6 | 2003 ME1 | 2006 MV1 | 2003 MN,2003-Jun-13 18:28 | 2003-Jun-20 06:33 | 2003-Jun-20 08:24 | 2003-Jun-23 08:54,Close approaches <= 0.02 au inside 14-day window
CAW_0033,2001-12-15,2001-12-29,4,0.008910132689,18.858014,2001 YN2 | 33342 | 2022 XC1 | 2001 XX103,2001-Dec-15 03:40 | 2001-Dec-16 05:40 | 2001-Dec-18 06:37 | 2001-Dec-20 17:41,Close approaches <= 0.02 au inside 14-day window
CAW_0015,2000-10-31,2000-11-14,4,0.010594839269,14.192953,2000 UK11 | 2021 UX1 | 494658 | 2025 VA1,2000-Oct-31 23:32 | 2000-Nov-03 06:22 | 2000-Nov-07 23:06 | 2000-Nov-08 11:44,Close approaches <= 0.02 au inside 14-day window
CAW_0016,2000-12-01,2000-12-15,4,0.011498539188,10.929245,2019 XN2 | 2025 WG16 | 2000 WL107 | 2019 AG7,2000-Dec-01 05:43 | 2000-Dec-01 08:16 | 2000-Dec-03 10:18 | 2000-Dec-14 00:01,Close approaches <= 0.02 au inside 14-day window
CAW_0025,2001-06-16,2001-06-30,4,0.011545593511,8.061344,2020 UC4 | 2003 YN107 | 2020 KQ7 | 2020 MK3,2001-Jun-16 11:21 | 2001-Jun-26 01:09 | 2001-Jun-28 01:35 | 2001-Jun-30 02:20,Close approaches <= 0.02 au inside 14-day window
CAW_0050,2002-12-11,2002-12-25,3,0.000786724919,8.212137,2002 XV90 | 2017 XY2 | 2015 VC2,2002-Dec-11 08:24 | 2002-Dec-15 16:36 | 2002-Dec-23 15:01,Close approaches <= 0.02 au inside 14-day window
CAW_0090,2005-01-03,2005-01-17,3,0.001755327691,13.902468,2005 AU3 | 2005 BS1 | 2005 BU,2005-Jan-03 05:24 | 2005-Jan-13 10:13 | 2005-Jan-14 13:25,Close approaches <= 0.02 au inside 14-day window
CAW_0005,2000-03-19,2000-04-02,3,0.001795695641,23.458359,2025 FA2 | 2020 QL7 | 234145,2000-Mar-19 14:05 | 2000-Mar-24 00:53 | 2000-Mar-24 10:10,Close approaches <= 0.02 au inside 14-day window
CAW_0085,2004-10-13,2004-10-27,3,0.001981829562,11.746655,2004 RH357 | 2017 UR2 | 2004 UH1,2004-Oct-13 13:01 | 2004-Oct-16 13:15 | 2004-Oct-24 17:32,Close approaches <= 0.02 au inside 14-day window
CAW_0018,2001-01-05,2001-01-19,3,0.002046659868,5.103858,2011 CL50 | 2001 BB16 | 2001 BA16,2001-Jan-05 10:40 | 2001-Jan-09 20:37 | 2001-Jan-15 20:30,Close approaches <= 0.02 au inside 14-day window
CAW_0037,2002-02-24,2002-03-10,3,0.003110084654,10.285786,2025 DJ13 | 2002 EM7 | 2002 FW1,2002-Feb-24 20:38 | 2002-Mar-08 00:59 | 2002-Mar-08 15:58,Close approaches <= 0.02 au inside 14-day window
CAW_0057,2003-05-28,2003-06-11,3,0.003309810832,8.123725,2003 LH | 2003 LW2 | 2025 WB10,2003-May-28 07:03 | 2003-Jun-01 05:16 | 2003-Jun-06 19:12,Close approaches <= 0.02 au inside 14-day window
CAW_0078,2004-06-12,2004-06-26,3,0.003782676784,11.185122,2004 LX5 | 2004 MS1 | 2004 MR1,2004-Jun-12 16:39 | 2004-Jun-13 14:56 | 2004-Jun-21 20:35,Close approaches <= 0.02 au inside 14-day window
CAW_0032,2001-11-29,2001-12-13,3,0.004858304987,17.34611,2001 WM15 | 2001 XX4 | 2001 YD1,2001-Nov-29 07:55 | 2001-Dec-07 10:33 | 2001-Dec-11 01:15,Close approaches <= 0.02 au inside 14-day window
CAW_0034,2002-01-07,2002-01-21,3,0.005562545309,30.588399,2001 YB5 | 2009 BG | 2002 AN129,2002-Jan-07 07:38 | 2002-Jan-15 04:05 | 2002-Jan-17 11:16,Close approaches <= 0.02 au inside 14-day window
CAW_0035,2002-01-23,2002-02-06,3,0.006517858201,15.258963,2002 AL31 | 2002 CC14 | 2002 CA26,2002-Jan-23 08:23 | 2002-Feb-04 13:36 | 2002-Feb-05 11:13,Close approaches <= 0.02 au inside 14-day window
CAW_0069,2004-01-18,2004-02-01,3,0.009888277668,10.216221,2004 BN41 | 2004 BV18 | 2019 BS2,2004-Jan-18 04:26 | 2004-Jan-22 01:38 | 2004-Jan-28 19:01,Close approaches <= 0.02 au inside 14-day window
CAW_0044,2002-08-03,2002-08-17,3,0.010580661114,16.084619,2013 YP139 | 2002 PN | 2021 CZ3,2002-Aug-03 20:40 | 2002-Aug-04 13:32 | 2002-Aug-14 04:18,Close approaches <= 0.02 au inside 14-day window
CAW_0023,2001-04-27,2001-05-11,3,0.010910106263,18.889337,363116 | 2015 HQ171 | 2026 JQ,2001-Apr-27 12:36 | 2001-May-02 10:45 | 2001-May-09 03:23,Close approaches <= 0.02 au inside 14-day window
CAW_0021,2001-03-23,2001-04-06,3,0.011161607206,10.08893,2001 FR85 | 2001 EC16 | 2001 FO127,2001-Mar-23 07:48 | 2001-Mar-23 16:24 | 2001-Mar-27 23:46,Close approaches <= 0.02 au inside 14-day window
CAW_0043,2002-07-11,2002-07-25,3,0.01157412932,21.055553,2002 NW | 2022 YG | 54509,2002-Jul-11 22:07 | 2002-Jul-18 05:55 | 2002-Jul-25 20:35,Close approaches <= 0.02 au inside 14-day window
CAW_0054,2003-04-05,2003-04-19,3,0.013229882555,11.780772,2026 HL | 2003 GD42 | 2022 HA,2003-Apr-05 13:01 | 2003-Apr-08 15:58 | 2003-Apr-19 04:04,Close approaches <= 0.02 au inside 14-day window
CAW_0046,2002-09-15,2002-09-29,3,0.01579466879,29.56836,2020 RD4 | 2021 PC7 | 2002 TZ59,2002-Sep-15 17:53 | 2002-Sep-16 09:07 | 2002-Sep-27 21:29,Close approaches <= 0.02 au inside 14-day window
CAW_0042,2002-06-14,2002-06-28,2,0.000802053264,15.268869,2002 MN | 2002 LZ45,2002-Jun-14 02:03 | 2002-Jun-24 17:39,Close approaches <= 0.02 au inside 14-day window
CAW_0036,2002-02-08,2002-02-22,2,0.003186360533,22.364104,2002 CB26 | 2025 DU,2002-Feb-08 19:11 | 2002-Feb-22 00:08,Close approaches <= 0.02 au inside 14-day window
CAW_0028,2001-09-09,2001-09-23,2,0.003239080681,14.422582,2024 RH7 | 2020 RG2,2001-Sep-09 01:13 | 2001-Sep-11 09:19,Close approaches <= 0.02 au inside 14-day window
CAW_0008,2000-05-28,2000-06-11,2,0.003316926619,4.309941,2023 MC1 | 2000 LG6,2000-May-28 05:21 | 2000-Jun-02 21:38,Close approaches <= 0.02 au inside 14-day window
CAW_0040,2002-05-03,2002-05-17,2,0.004200767995,11.832686,2026 JA | 2002 JU15,2002-May-03 08:38 | 2002-May-04 02:51,Close approaches <= 0.02 au inside 14-day window
CAW_0070,2004-02-01,2004-02-15,2,0.00458544324,15.698562,2004 CA2 | 2004 BK86,2004-Feb-01 19:11 | 2004-Feb-01 23:04,Close approaches <= 0.02 au inside 14-day window
CAW_0087,2004-11-12,2004-11-26,2,0.005288347582,12.751997,2004 VM24 | 2004 WC1,2004-Nov-12 12:52 | 2004-Nov-16 16:26,Close approaches <= 0.02 au inside 14-day window
CAW_0013,2000-09-29,2000-10-13,2,0.006866522437,13.600185,2000 SM10 | 2020 GB1,2000-Sep-29 12:20 | 2000-Oct-10 15:02,Close approaches <= 0.02 au inside 14-day window
CAW_0075,2004-04-25,2004-05-09,2,0.006994374361,9.019954,2004 HC33 | 2004 HT59,2004-Apr-25 13:25 | 2004-Apr-26 05:45,Close approaches <= 0.02 au inside 14-day window
CAW_0065,2003-10-27,2003-11-10,2,0.007402242797,15.425292,2003 UT55 | 2003 TH2,2003-Oct-27 07:06 | 2003-Oct-29 05:30,Close approaches <= 0.02 au inside 14-day window
CAW_0091,2005-01-19,2005-02-02,2,0.008432944049,17.022912,2005 AX28 | 2018 BJ6,2005-Jan-19 02:28 | 2005-Jan-24 04:34,Close approaches <= 0.02 au inside 14-day window
CAW_0019,2001-01-24,2001-02-07,2,0.008736647899,7.337885,523804 | 2005 VL1,2001-Jan-24 13:58 | 2001-Feb-07 13:17,Close approaches <= 0.02 au inside 14-day window
CAW_0049,2002-11-26,2002-12-10,2,0.009821241783,6.297255,2025 MW89 | 2025 WK5,2002-Nov-26 20:29 | 2002-Nov-28 21:46,Close approaches <= 0.02 au inside 14-day window
CAW_0059,2003-07-18,2003-08-01,2,0.011573118993,7.02803,2022 YG | 54509,2003-Jul-18 10:17 | 2003-Jul-26 02:03,Close approaches <= 0.02 au inside 14-day window
CAW_0024,2001-05-29,2001-06-12,2,0.012894969416,17.842749,2001 KU66 | 2026 LY,2001-May-29 20:20 | 2001-Jun-07 16:07,Close approaches <= 0.02 au inside 14-day window
CAW_0003,2000-02-09,2000-02-23,2,0.01337753904,10.923706,2020 KQ7 | 2016 DX30,2000-Feb-09 10:11 | 2000-Feb-09 13:59,Close approaches <= 0.02 au inside 14-day window
CAW_0002,2000-01-24,2000-02-07,2,0.013667666531,16.485386,2019 BZ | 2016 AU65,2000-Jan-24 16:33 | 2000-Feb-01 22:38,Close approaches <= 0.02 au inside 14-day window
CAW_0007,2000-05-05,2000-05-19,2,0.018825708108,5.620137,2000 JX8 | 612356,2000-May-05 05:03 | 2000-May-17 18:35,Close approaches <= 0.02 au inside 14-day window
CAW_0045,2002-08-18,2002-09-01,1,0.003522589176,20.896298,2002 NY40,2002-Aug-18 07:48,Close approaches <= 0.02 au inside 14-day window
CAW_0061,2003-08-27,2003-09-10,1,0.005248421132,11.888328,2003 QB30,2003-Aug-27 09:23,Close approaches <= 0.02 au inside 14-day window
CAW_0051,2003-01-14,2003-01-28,1,0.008706107615,3.728843,2020 DW,2003-Jan-14 18:39,Close approaches <= 0.02 au inside 14-day window
CAW_0027,2001-08-15,2001-08-29,1,0.008982803036,5.326128,2001 QE71,2001-Aug-15 11:32,Close approaches <= 0.02 au inside 14-day window
CAW_0010,2000-07-19,2000-08-02,1,0.009193953274,11.038733,2023 OS,2000-Jul-19 14:55,Close approaches <= 0.02 au inside 14-day window
CAW_0056,2003-05-09,2003-05-23,1,0.010456461719,7.658457,2022 JF2,2003-May-09 08:53,Close approaches <= 0.02 au inside 14-day window
CAW_0004,2000-03-04,2000-03-18,1,0.010815330609,10.08189,2000 DO8,2000-Mar-04 22:39,Close approaches <= 0.02 au inside 14-day window
CAW_0011,2000-08-24,2000-09-07,1,0.011737892563,8.049311,2015 RT1,2000-Aug-24 17:49,Close approaches <= 0.02 au inside 14-day window
CAW_0006,2000-04-17,2000-05-01,1,0.011886730826,7.441935,2024 HZ,2000-Apr-17 17:54,Close approaches <= 0.02 au inside 14-day window
CAW_0041,2002-05-30,2002-06-13,1,0.011986347957,4.381532,2008 LD,2002-May-30 16:15,Close approaches <= 0.02 au inside 14-day window
CAW_0026,2001-07-25,2001-08-08,1,0.012017502425,7.13454,54509,2001-Jul-25 19:12,Close approaches <= 0.02 au inside 14-day window
CAW_0060,2003-08-04,2003-08-18,1,0.012987558011,12.62768,2026 BJ6,2003-Aug-04 05:25,Close approaches <= 0.02 au inside 14-day window
CAW_0001,2000-01-09,2000-01-23,1,0.013285751067,5.56508,2000 AG6,2000-Jan-09 02:13,Close approaches <= 0.02 au inside 14-day window
CAW_0022,2001-04-06,2001-04-20,1,0.016103420794,5.578037,2001 GO2,2001-Apr-06 18:26,Close approaches <= 0.02 au inside 14-day window
CAW_0012,2000-09-14,2000-09-28,1,0.019101603077,6.955578,2020 SM1,2000-Sep-14 12:46,Close approaches <= 0.02 au inside 14-day window
