candidate_id,candidate_name,candidate_type,object_designation,sentry_match_status,sentry_object_fullname,year_range,potential_impact_count,cumulative_impact_probability,palermo_scale_cumulative,palermo_scale_maximum,torino_scale_maximum,estimated_diameter_km,crosscheck_note
CAW_0031,CAW_0031,close_approach_window,2012 VC26,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0031,CAW_0031,close_approach_window,2001 VG16,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0031,CAW_0031,close_approach_window,2001 VE2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0031,CAW_0031,close_approach_window,2001 WJ15,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0031,CAW_0031,close_approach_window,2001 XP31,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0031,CAW_0031,close_approach_window,2001 WJ4,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0089,CAW_0089,close_approach_window,2004 XG29,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0089,CAW_0089,close_approach_window,2004 YC,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0089,CAW_0089,close_approach_window,2025 YC,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0089,CAW_0089,close_approach_window,2004 XO63,matched_sentry,(2004 XO63),2065-2065,1,7.137e-08,-7.68,-7.68,0,0.021,Object appears in the current fetched CNEOS Sentry table.
CAW_0089,CAW_0089,close_approach_window,2004 XB45,matched_sentry,(2004 XB45),2035-2085,4,4.539e-07,-6.18,-6.21,0,0.019,Object appears in the current fetched CNEOS Sentry table.
CAW_0089,CAW_0089,close_approach_window,2004 YD5,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0089,CAW_0089,close_approach_window,184266,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2020 TW1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2008 GF1,matched_sentry,(2008 GF1),2080-2080,1,7.424e-08,-8.66,-8.66,0,0.0075,Object appears in the current fetched CNEOS Sentry table.
CAW_0074,CAW_0074,close_approach_window,2004 HM,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2004 HL,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2004 HE,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2023 DZ2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0074,CAW_0074,close_approach_window,2004 GD,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2004 RU109,matched_sentry,(2004 RU109),2034-2053,7,1.21185e-06,-6.15,-6.46,0,0.017,Object appears in the current fetched CNEOS Sentry table.
CAW_0083,CAW_0083,close_approach_window,2004 RN251,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2004 SE26,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2004 SR26,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2004 ST26,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2021 TH1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0083,CAW_0083,close_approach_window,2016 TT,matched_sentry,(2016 TT),2083-2096,5,3.69014e-07,-7.06,-7.41,0,0.021,Object appears in the current fetched CNEOS Sentry table.
CAW_0055,CAW_0055,close_approach_window,2023 UY3,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0055,CAW_0055,close_approach_window,2003 JX2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0055,CAW_0055,close_approach_window,2003 JY2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0055,CAW_0055,close_approach_window,2003 HW10,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0055,CAW_0055,close_approach_window,2003 HT42,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0055,CAW_0055,close_approach_window,2008 WO2,matched_sentry,(2008 WO2),2065-2119,18,6.22281914e-05,-6.80,-7.15,0,0.0038,Object appears in the current fetched CNEOS Sentry table.
CAW_0055,CAW_0055,close_approach_window,2003 JO14,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0067,CAW_0067,close_approach_window,2003 WT153,matched_sentry,(2003 WT153),2042-2121,133,3.10332749e-05,-6.19,-6.87,0,0.0083,Object appears in the current fetched CNEOS Sentry table.
CAW_0067,CAW_0067,close_approach_window,2003 WP7,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0067,CAW_0067,close_approach_window,2003 XH10,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0067,CAW_0067,close_approach_window,2003 XJ7,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0067,CAW_0067,close_approach_window,2003 XV,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0067,CAW_0067,close_approach_window,2025 PF2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0052,CAW_0052,close_approach_window,2003 DH6,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0052,CAW_0052,close_approach_window,2003 DW10,matched_sentry,(2003 DW10),2046-2058,2,1.039e-07,-7.31,-7.45,0,0.02,Object appears in the current fetched CNEOS Sentry table.
CAW_0052,CAW_0052,close_approach_window,2003 DY15,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0052,CAW_0052,close_approach_window,2003 EM1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0052,CAW_0052,close_approach_window,2022 EE5,matched_sentry,(2022 EE5),2113-2115,3,1.46557e-07,-9.77,-9.94,0,0.0032,Object appears in the current fetched CNEOS Sentry table.
CAW_0052,CAW_0052,close_approach_window,2003 EP4,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2023 FK1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2019 UX1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2015 UH52,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2024 JF,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2000 UR16,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0014,CAW_0014,close_approach_window,2022 WS8,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2004 UT1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2019 UT8,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2004 VZ14,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2022 JF,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2004 VZ,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0086,CAW_0086,close_approach_window,2004 UR,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2004 XG,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2004 XK,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2004 XP35,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2004 RZ164,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2015 XT378,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0088,CAW_0088,close_approach_window,2021 WV1,matched_sentry,(2021 WV1),2048-2121,146,0.0002375926596,-5.40,-5.58,0,0.0068,Object appears in the current fetched CNEOS Sentry table.
CAW_0029,CAW_0029,close_approach_window,2001 SP263,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0029,CAW_0029,close_approach_window,2001 SE270,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0029,CAW_0029,close_approach_window,2001 TY1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0029,CAW_0029,close_approach_window,2001 TD,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0029,CAW_0029,close_approach_window,2017 FQ127,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0029,CAW_0029,close_approach_window,2001 TB,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2011 KB,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2004 KZ,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2020 JY,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2004 JO20,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2004 JP1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0076,CAW_0076,close_approach_window,2004 KG1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0062,CAW_0062,close_approach_window,2024 RN3,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0062,CAW_0062,close_approach_window,2003 SY4,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0062,CAW_0062,close_approach_window,2003 SL36,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0062,CAW_0062,close_approach_window,2003 RU11,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0062,CAW_0062,close_approach_window,2003 SW130,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0071,CAW_0071,close_approach_window,2004 DF2,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0071,CAW_0071,close_approach_window,2004 DA53,matched_sentry,(2004 DA53),2111-2116,4,7.915858e-06,-6.82,-6.82,0,0.0088,Object appears in the current fetched CNEOS Sentry table.
CAW_0071,CAW_0071,close_approach_window,2004 CZ1,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0071,CAW_0071,close_approach_window,2026 DM15,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0071,CAW_0071,close_approach_window,2017 EA,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0081,CAW_0081,close_approach_window,2004 QB,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0081,CAW_0081,close_approach_window,2023 TW2,matched_sentry,(2023 TW2),2063-2123,108,0.000131681849,-4.78,-5.18,0,0.019,Object appears in the current fetched CNEOS Sentry table.
CAW_0081,CAW_0081,close_approach_window,2004 PZ19,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0081,CAW_0081,close_approach_window,2004 PU42,matched_sentry,(2004 PU42),2071-2122,45,7.61514717e-05,-5.12,-5.84,0,0.015,Object appears in the current fetched CNEOS Sentry table.
CAW_0081,CAW_0081,close_approach_window,367943,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0038,CAW_0038,close_approach_window,2006 SN198,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0038,CAW_0038,close_approach_window,2002 FB,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0038,CAW_0038,close_approach_window,2002 EW11,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0038,CAW_0038,close_approach_window,2024 TL2,matched_sentry,(2024 TL2),2078-2121,11,1.4637114e-05,-7.74,-7.91,0,0.0024,Object appears in the current fetched CNEOS Sentry table.
CAW_0038,CAW_0038,close_approach_window,2021 FP2,matched_sentry,(2021 FP2),2074-2122,46,6.94213815e-05,-6.94,-7.09,0,0.0032,Object appears in the current fetched CNEOS Sentry table.
CAW_0068,CAW_0068,close_approach_window,2003 YN107,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0068,CAW_0068,close_approach_window,2020 XC,matched_sentry,(2020 XC),2085-2121,3,8.0138e-07,-8.33,-8.36,0,0.0054,Object appears in the current fetched CNEOS Sentry table.
CAW_0068,CAW_0068,close_approach_window,2003 YS70,matched_sentry,(2003 YS70),2065-2122,34,2.637124e-05,-6.85,-7.14,0,0.0058,Object appears in the current fetched CNEOS Sentry table.
CAW_0068,CAW_0068,close_approach_window,2003 YH111,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0068,CAW_0068,close_approach_window,2003 YG136,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0047,CAW_0047,close_approach_window,2002 TX55,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0047,CAW_0047,close_approach_window,2002 TY59,matched_sentry,(2002 TY59),2084-2118,7,1.557916e-05,-5.36,-5.53,0,0.028,Object appears in the current fetched CNEOS Sentry table.
CAW_0047,CAW_0047,close_approach_window,2002 TZ66,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0047,CAW_0047,close_approach_window,2002 TA58,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0047,CAW_0047,close_approach_window,869522,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0082,CAW_0082,close_approach_window,2022 QX4,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0082,CAW_0082,close_approach_window,2004 QR4,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0082,CAW_0082,close_approach_window,2004 QA22,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0082,CAW_0082,close_approach_window,2004 RC11,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0082,CAW_0082,close_approach_window,2024 RH2,matched_sentry,(2024 RH2),2100-2117,3,3.6389e-07,-6.86,-7.05,0,0.034,Object appears in the current fetched CNEOS Sentry table.
CAW_0053,CAW_0053,close_approach_window,2003 FY6,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0053,CAW_0053,close_approach_window,2003 FJ8,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0053,CAW_0053,close_approach_window,2023 NO,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0053,CAW_0053,close_approach_window,2003 GG21,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0053,CAW_0053,close_approach_window,2017 TD6,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
HEF_0031,HEF_0031,high_energy_fireball_window,,not_applicable,,,,,,,,,Candidate is not a specific asteroid/comet object.
CAW_0063,CAW_0063,close_approach_window,2003 SR84,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0063,CAW_0063,close_approach_window,2003 SQ222,matched_sentry,(2003 SQ222),2101-2101,1,1.112e-08,-10.44,-10.44,0,0.0034,Object appears in the current fetched CNEOS Sentry table.
CAW_0063,CAW_0063,close_approach_window,2003 SM215,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0063,CAW_0063,close_approach_window,2010 FV9,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
CAW_0066,CAW_0066,close_approach_window,2019 SN3,not_matched_in_fetched_sentry,,,,,,,,,No match in the current fetched Sentry table. This is not proof of zero risk; it only means no match in this run's Sentry data.
